,0
3713,startseq  group of speed skaters making turn with blue advertisement behind them endseq
3714,startseq  lone surfboarder surfing wave riding white surfboard endseq
3715,startseq  group of little girls jumping together in backyard endseq
3716,startseq  man is jumping on another man with white face and long hair in wrestling ring endseq
3717,startseq  driver is at the wheel of race car endseq
3718,startseq  black and white dog in the grass holding pine cone in its mouth endseq
3719,startseq  group of darkskinned people are walking past barbed wire endseq
3720,startseq  boy dances as another boy stands on short brick wall endseq
3721,startseq  boy wearing teal shirt is riding skateboard on sidewalk endseq
3722,startseq  brown dog leaps in the air over colorful leafs endseq
3723,startseq  woman in race turning corner endseq
3724,startseq  black dog wearing an orange collar is entangled with fishing wire endseq
3725,startseq  woman and man playing instruments endseq
3726,startseq  female lawn hockey player hitting the ball endseq
3727,startseq  young boy is pushing an adult male in wheelchair endseq
3728,startseq  dog in water carrying long stick endseq
3729,startseq  the boys dressed in athletic wear perform exercises on the grass endseq
3730,startseq  boy surfs endseq
3731,startseq  boy in baseball cap jumps over flight of stairs endseq
3732,startseq  black dog running through long orange tunnel endseq
3733,startseq  one large brown dog running alongside black and white dog endseq
3734,startseq  boy is jumping over large hole in the ground endseq
3735,startseq  tennis player hits the ball endseq
3736,startseq  boy in hat stands barefoot at the edge of body of water endseq
3737,startseq  dog running through field with ball in its mouth endseq
3738,startseq  four children on stools in diner endseq
3739,startseq  curious dog sniffs at grocery bags on counter endseq
3740,startseq  group of men play soccer on the field endseq
3741,startseq  biker is riding along track element located with wooded area endseq
3742,startseq  barefoot and shirtless skateboarder rides along road endseq
3743,startseq  group of greyhound dogs racing with muzzles covering their noses endseq
3744,startseq  surfer on wave with two others in the background endseq
3745,startseq  man sits on the grass and drinks from water bottle endseq
3746,startseq  boy turns handcrank in courtyard endseq
3747,startseq  white and brown dog is leaping through the air endseq
3748,startseq  beige dog with orange vest running on withering grass endseq
3749,startseq  female tennis player readies herself endseq
3750,startseq  male surfer is on his stomach and riding wave endseq
3751,startseq  two guys running along wall endseq
3752,startseq  black and white dog with blue toy in its mouth runs on grassy surface just beyond fence endseq
3753,startseq  man in yellow jacket is riding horse through the mountains endseq
3754,startseq  boy in pumpkin patch making funny face with his arms in the air endseq
3755,startseq  little girl playing piggyback with her father on blanket in the park endseq
3756,startseq  girl in colorful skirt and blue shirt pounces onto her bed endseq
3757,startseq  killer whales perform for crowd endseq
3758,startseq  child held by his mother slides down water slide endseq
3759,startseq  brown dog is running in yard endseq
3760,startseq  dog runs for the tennis ball endseq
3761,startseq  big black and brown dog plays outdoors endseq
3762,startseq  an elderly indian lady is wearing an orange headscarf and bangles endseq
3763,startseq  woman holding child is walking through water endseq
3764,startseq  soccer player in red and white uniform was chasing the soccer ball and was tripped by player in purple uniform endseq
3765,startseq  an older lady dressed in winter clothes looks out over white balcony endseq
3766,startseq  the three ladies stand at attention in their native garb endseq
3767,startseq  large dog and small one walk with their toys endseq
3768,startseq  man in white helmet clings to sheer rock face endseq
3769,startseq  black dog lays in the sand endseq
3770,startseq  boy stands in pool outside endseq
3771,startseq  baseball pitcher is bowling the ball endseq
3772,startseq  looker on catches motocross bike on its side after spill while another races by endseq
3773,startseq  blonde boy and girl in pajamas with makeup endseq
3774,startseq  child is riding on man back endseq
3775,startseq  the legs of two athletes playing soccer on field endseq
3776,startseq  black and white dog is carrying blue ball through the yard of house in tropical location endseq
3777,startseq  brown white dog shaking water off endseq
3778,startseq  woman and girl are playing in field of leaves endseq
3779,startseq  greyhound in race wearing metal muzzle endseq
3780,startseq  boy sits between two girls on swing endseq
3781,startseq  blond man jumping off cliff into some water endseq
3782,startseq  man is wind sailing in the ocean endseq
3783,startseq  one small dog chases another across grass endseq
3784,startseq  skier doing high jump from snowy ramp near mountain range endseq
3785,startseq  the two dogs are jumping endseq
3786,startseq  guy on skateboard is doing stunt at night endseq
3787,startseq  closeup blurred image of man wearing green shirt and tan pants endseq
3788,startseq  man in yellow helmet is walking with yellow bicycle near group of protesters endseq
3789,startseq  man riding motorcycle down the sidewalk endseq
3790,startseq  brown dog jumping off rock into lake endseq
3791,startseq  man looks at woman and she smiles endseq
3792,startseq  surfer rides the crashing waves while another follows behind endseq
3793,startseq  bicylist riding in the mountains endseq
3794,startseq  five small white dogs are wearing muzzles and running endseq
3795,startseq  girl with short haircut and eyebrow piercing bites her finger and crosses her arms endseq
3796,startseq  dog runs through the woods endseq
3797,startseq  man in brown jacket and white shirt looks to his side endseq
3798,startseq  naked children play on the muddy riverbank endseq
3799,startseq  two girls in backless dresses endseq
3800,startseq  group of people are standing around sound mixing table endseq
3801,startseq  man is working on computer while two people sit and talk in front endseq
3802,startseq  girl in blue sweater with white pattern is jumping into pile of leaves endseq
3803,startseq  man in blue shirt black jacket and glasses smiling with his arms crossed endseq
3804,startseq  man holds up an electronic device while he and another male look on endseq
3805,startseq  blonde man looks at the camera endseq
